"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","WASTEMUN","TOT","THND_TONNE","A","1980",10000,
"AUS","WASTEMUN","TOT","THND_TONNE","A","1992",12000,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2000",13200,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2007",12885.684,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2008",13096.5,"E"
"AUS","WASTEMUN","TOT","THND_TONNE","A","2009",13343.236,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2010",13560.506,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2011",13472.495,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2012",13572.33,"E"
"AUS","WASTEMUN","TOT","THND_TONNE","A","2013",13694.67,"E"
"AUS","WASTEMUN","TOT","THND_TONNE","A","2014",13789.384,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2015",13964.23,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2016",13019.29,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2017",12605.342,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2018",12641.478,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2019",12571.73,
"AUS","WASTEMUN","TOT","KG_CAP","A","1980",680.487,
"AUS","WASTEMUN","TOT","KG_CAP","A","1992",686.553,
"AUS","WASTEMUN","TOT","KG_CAP","A","2000",693.685,
"AUS","WASTEMUN","TOT","KG_CAP","A","2007",618.683,
"AUS","WASTEMUN","TOT","KG_CAP","A","2008",616.329,
"AUS","WASTEMUN","TOT","KG_CAP","A","2009",615.132,
"AUS","WASTEMUN","TOT","KG_CAP","A","2010",615.498,
"AUS","WASTEMUN","TOT","KG_CAP","A","2011",603.065,
"AUS","WASTEMUN","TOT","KG_CAP","A","2012",597.02,
"AUS","WASTEMUN","TOT","KG_CAP","A","2013",592.122,
"AUS","WASTEMUN","TOT","KG_CAP","A","2014",587.39,
"AUS","WASTEMUN","TOT","KG_CAP","A","2015",586.338,
"AUS","WASTEMUN","TOT","KG_CAP","A","2016",538.19,
"AUS","WASTEMUN","TOT","KG_CAP","A","2017",512.374,
"AUS","WASTEMUN","TOT","KG_CAP","A","2018",506.01,
"AUS","WASTEMUN","TOT","KG_CAP","A","2019",495.618,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1989",3150,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1990",3204,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1991",3126,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1992",3176,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1993",3341,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1994",3400,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1995",3476,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1996",4110,"B"
"AUT","WASTEMUN","TOT","THND_TONNE","A","1997",4241,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1998",4240,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1999",4496,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2000",4646,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2001",4634,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2002",4914,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2003",4932,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2004",4687,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2005",4732,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2006",4933,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2007",4951,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2008",4997,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2009",4921,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2010",4701,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2011",4807,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2012",4883,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2013",4905,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2014",4833,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2015",4836,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2016",4928,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2017",5018,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2018",5119,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2019",5220,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2020",7438,"B"
"AUT","WASTEMUN","TOT","KG_CAP","A","1989",413.409,
"AUT","WASTEMUN","TOT","KG_CAP","A","1990",417.304,
"AUT","WASTEMUN","TOT","KG_CAP","A","1991",403.1,
"AUT","WASTEMUN","TOT","KG_CAP","A","1992",405.065,
"AUT","WASTEMUN","TOT","KG_CAP","A","1993",422.61,
"AUT","WASTEMUN","TOT","KG_CAP","A","1994",428.421,
"AUT","WASTEMUN","TOT","KG_CAP","A","1995",437.328,
"AUT","WASTEMUN","TOT","KG_CAP","A","1996",516.395,
"AUT","WASTEMUN","TOT","KG_CAP","A","1997",532.251,
"AUT","WASTEMUN","TOT","KG_CAP","A","1998",531.542,
"AUT","WASTEMUN","TOT","KG_CAP","A","1999",562.54,
"AUT","WASTEMUN","TOT","KG_CAP","A","2000",579.912,
"AUT","WASTEMUN","TOT","KG_CAP","A","2001",576.204,
"AUT","WASTEMUN","TOT","KG_CAP","A","2002",608.009,
"AUT","WASTEMUN","TOT","KG_CAP","A","2003",607.52,
"AUT","WASTEMUN","TOT","KG_CAP","A","2004",573.723,
"AUT","WASTEMUN","TOT","KG_CAP","A","2005",575.3,
"AUT","WASTEMUN","TOT","KG_CAP","A","2006",596.641,
"AUT","WASTEMUN","TOT","KG_CAP","A","2007",596.852,
"AUT","WASTEMUN","TOT","KG_CAP","A","2008",600.49,
"AUT","WASTEMUN","TOT","KG_CAP","A","2009",589.943,
"AUT","WASTEMUN","TOT","KG_CAP","A","2010",562.249,
"AUT","WASTEMUN","TOT","KG_CAP","A","2011",573.044,
"AUT","WASTEMUN","TOT","KG_CAP","A","2012",579.494,
"AUT","WASTEMUN","TOT","KG_CAP","A","2013",578.609,
"AUT","WASTEMUN","TOT","KG_CAP","A","2014",565.665,
"AUT","WASTEMUN","TOT","KG_CAP","A","2015",560.402,
"AUT","WASTEMUN","TOT","KG_CAP","A","2016",563.857,
"AUT","WASTEMUN","TOT","KG_CAP","A","2017",570.547,
"AUT","WASTEMUN","TOT","KG_CAP","A","2018",579.223,
"AUT","WASTEMUN","TOT","KG_CAP","A","2019",587.994,
"AUT","WASTEMUN","TOT","KG_CAP","A","2020",834.152,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1980",2763,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1985",3055.2,"E"
"BEL","WASTEMUN","TOT","THND_TONNE","A","1990",3436,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1995",4613,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1996",4567,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1997",4650,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1998",4603,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1999",4702,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2000",4831,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2001",4802,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2002",4981,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2003",4824,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2004",5059,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2005",5052,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2006",5115,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2007",5243,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2008",5141,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2009",5042,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2010",4972,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2011",5023,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2012",4944,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2013",4867,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2014",4762,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2015",4643,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2016",4746,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2017",4672,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2018",4677,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2019",4779,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2020",8408,"B"
"BEL","WASTEMUN","TOT","THND_TONNE","A","2021",8795,"E"
"BEL","WASTEMUN","TOT","KG_CAP","A","1980",280.245,
"BEL","WASTEMUN","TOT","KG_CAP","A","1985",309.911,
"BEL","WASTEMUN","TOT","KG_CAP","A","1990",344.725,
"BEL","WASTEMUN","TOT","KG_CAP","A","1995",455.074,
"BEL","WASTEMUN","TOT","KG_CAP","A","1996",449.657,
"BEL","WASTEMUN","TOT","KG_CAP","A","1997",456.722,
"BEL","WASTEMUN","TOT","KG_CAP","A","1998",451.141,
"BEL","WASTEMUN","TOT","KG_CAP","A","1999",459.79,
"BEL","WASTEMUN","TOT","KG_CAP","A","2000",471.26,
"BEL","WASTEMUN","TOT","KG_CAP","A","2001",466.822,
"BEL","WASTEMUN","TOT","KG_CAP","A","2002",482.058,
"BEL","WASTEMUN","TOT","KG_CAP","A","2003",464.913,
"BEL","WASTEMUN","TOT","KG_CAP","A","2004",485.456,
"BEL","WASTEMUN","TOT","KG_CAP","A","2005",482.125,
"BEL","WASTEMUN","TOT","KG_CAP","A","2006",484.928,
"BEL","WASTEMUN","TOT","KG_CAP","A","2007",493.426,
"BEL","WASTEMUN","TOT","KG_CAP","A","2008",480.02,
"BEL","WASTEMUN","TOT","KG_CAP","A","2009",467.003,
"BEL","WASTEMUN","TOT","KG_CAP","A","2010",456.332,
"BEL","WASTEMUN","TOT","KG_CAP","A","2011",456.902,
"BEL","WASTEMUN","TOT","KG_CAP","A","2012",446.703,
"BEL","WASTEMUN","TOT","KG_CAP","A","2013",437.482,
"BEL","WASTEMUN","TOT","KG_CAP","A","2014",425.948,
"BEL","WASTEMUN","TOT","KG_CAP","A","2015",413.134,
"BEL","WASTEMUN","TOT","KG_CAP","A","2016",420.186,
"BEL","WASTEMUN","TOT","KG_CAP","A","2017",411.663,
"BEL","WASTEMUN","TOT","KG_CAP","A","2018",410.129,
"BEL","WASTEMUN","TOT","KG_CAP","A","2019",416.942,
"BEL","WASTEMUN","TOT","KG_CAP","A","2020",730.69,
"BEL","WASTEMUN","TOT","KG_CAP","A","2021",761.3,
"CZE","WASTEMUN","TOT","THND_TONNE","A","1995",3120,
"CZE","WASTEMUN","TOT","THND_TONNE","A","1996",3200,
"CZE","WASTEMUN","TOT","THND_TONNE","A","1997",3280,
"CZE","WASTEMUN","TOT","THND_TONNE","A","1998",3017,
"CZE","WASTEMUN","TOT","THND_TONNE","A","1999",3365,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2000",3434,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2001",2798,"B"
"CZE","WASTEMUN","TOT","THND_TONNE","A","2002",2845,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2003",2857,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2004",2841,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2005",2954,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2006",3039,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2007",3025,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2008",3176,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2009",3310,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2010",3334,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2011",3358,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2012",3233,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2013",3228,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2014",3261,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2015",3337,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2016",3580,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2017",5177,"B"
"CZE","WASTEMUN","TOT","THND_TONNE","A","2018",5248,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2019",5338,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2020",5814,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2021",5991,
"CZE","WASTEMUN","TOT","KG_CAP","A","1995",302.011,
"CZE","WASTEMUN","TOT","KG_CAP","A","1996",310.217,
"CZE","WASTEMUN","TOT","KG_CAP","A","1997",318.334,
"CZE","WASTEMUN","TOT","KG_CAP","A","1998",293.057,
"CZE","WASTEMUN","TOT","KG_CAP","A","1999",327.246,
"CZE","WASTEMUN","TOT","KG_CAP","A","2000",334.291,
"CZE","WASTEMUN","TOT","KG_CAP","A","2001",273.665,
"CZE","WASTEMUN","TOT","KG_CAP","A","2002",278.9,
"CZE","WASTEMUN","TOT","KG_CAP","A","2003",280.053,
"CZE","WASTEMUN","TOT","KG_CAP","A","2004",278.341,
"CZE","WASTEMUN","TOT","KG_CAP","A","2005",288.643,
"CZE","WASTEMUN","TOT","KG_CAP","A","2006",296.007,
"CZE","WASTEMUN","TOT","KG_CAP","A","2007",293.044,
"CZE","WASTEMUN","TOT","KG_CAP","A","2008",304.515,
"CZE","WASTEMUN","TOT","KG_CAP","A","2009",315.494,
"CZE","WASTEMUN","TOT","KG_CAP","A","2010",317.003,
"CZE","WASTEMUN","TOT","KG_CAP","A","2011",319.911,
"CZE","WASTEMUN","TOT","KG_CAP","A","2012",307.633,
"CZE","WASTEMUN","TOT","KG_CAP","A","2013",307.115,
"CZE","WASTEMUN","TOT","KG_CAP","A","2014",309.84,
"CZE","WASTEMUN","TOT","KG_CAP","A","2015",316.515,
"CZE","WASTEMUN","TOT","KG_CAP","A","2016",338.846,
"CZE","WASTEMUN","TOT","KG_CAP","A","2017",488.879,
"CZE","WASTEMUN","TOT","KG_CAP","A","2018",493.863,
"CZE","WASTEMUN","TOT","KG_CAP","A","2019",500.313,
"CZE","WASTEMUN","TOT","KG_CAP","A","2020",543.357,
"CZE","WASTEMUN","TOT","KG_CAP","A","2021",570.525,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1980",2046,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1985",2430,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1994",2802.6,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1995",2725,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1996",3253,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1997",3104,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1998",3141,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1999",3329,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2000",3546,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2001",3519,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2002",3568,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2003",3618,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2004",3757,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2005",3990,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2006",4021,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2007",4313,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2008",4560,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2009",4206,"E"
"DNK","WASTEMUN","TOT","THND_TONNE","A","2010",4206,"E"
"DNK","WASTEMUN","TOT","THND_TONNE","A","2011",4803,"B"
"DNK","WASTEMUN","TOT","THND_TONNE","A","2012",4508,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2013",4564,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2014",4558,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2015",4671,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2016",4757,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2017",4728,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2018",4715,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2019",4907,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2020",4744,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2021",4601,
"DNK","WASTEMUN","TOT","KG_CAP","A","1980",399.373,
"DNK","WASTEMUN","TOT","KG_CAP","A","1985",475.195,
"DNK","WASTEMUN","TOT","KG_CAP","A","1994",538.444,
"DNK","WASTEMUN","TOT","KG_CAP","A","1995",521.246,
"DNK","WASTEMUN","TOT","KG_CAP","A","1996",618.264,
"DNK","WASTEMUN","TOT","KG_CAP","A","1997",587.409,
"DNK","WASTEMUN","TOT","KG_CAP","A","1998",592.496,
"DNK","WASTEMUN","TOT","KG_CAP","A","1999",625.857,
"DNK","WASTEMUN","TOT","KG_CAP","A","2000",664.375,
"DNK","WASTEMUN","TOT","KG_CAP","A","2001",657.133,
"DNK","WASTEMUN","TOT","KG_CAP","A","2002",663.906,
"DNK","WASTEMUN","TOT","KG_CAP","A","2003",671.595,
"DNK","WASTEMUN","TOT","KG_CAP","A","2004",695.589,
"DNK","WASTEMUN","TOT","KG_CAP","A","2005",736.709,
"DNK","WASTEMUN","TOT","KG_CAP","A","2006",739.893,
"DNK","WASTEMUN","TOT","KG_CAP","A","2007",790.301,
"DNK","WASTEMUN","TOT","KG_CAP","A","2008",830.749,
"DNK","WASTEMUN","TOT","KG_CAP","A","2009",762.034,
"DNK","WASTEMUN","TOT","KG_CAP","A","2010",758.683,
"DNK","WASTEMUN","TOT","KG_CAP","A","2011",862.785,
"DNK","WASTEMUN","TOT","KG_CAP","A","2012",806.861,
"DNK","WASTEMUN","TOT","KG_CAP","A","2013",813.724,
"DNK","WASTEMUN","TOT","KG_CAP","A","2014",808.196,
"DNK","WASTEMUN","TOT","KG_CAP","A","2015",822.598,
"DNK","WASTEMUN","TOT","KG_CAP","A","2016",830.996,
"DNK","WASTEMUN","TOT","KG_CAP","A","2017",820.735,
"DNK","WASTEMUN","TOT","KG_CAP","A","2018",814.341,
"DNK","WASTEMUN","TOT","KG_CAP","A","2019",843.93,
"DNK","WASTEMUN","TOT","KG_CAP","A","2020",814.374,
"DNK","WASTEMUN","TOT","KG_CAP","A","2021",786.47,
"FIN","WASTEMUN","TOT","THND_TONNE","A","1994",2100,
"FIN","WASTEMUN","TOT","THND_TONNE","A","1995",2109,
"FIN","WASTEMUN","TOT","THND_TONNE","A","1996",2100,
"FIN","WASTEMUN","TOT","THND_TONNE","A","1997",2300,
"FIN","WASTEMUN","TOT","THND_TONNE","A","1998",2400,
"FIN","WASTEMUN","TOT","THND_TONNE","A","1999",2500,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2000",2600,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2001",2412,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2002",2384,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2003",2428,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2004",2453,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2005",2506,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2006",2600,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2007",2675,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2008",2768,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2009",2562,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2010",2519,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2011",2719,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2012",2738,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2013",2682,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2014",2630,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2015",2738,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2016",2768,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2017",2812,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2018",3041,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2019",3123,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2020",3370,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2021",3376,
"FIN","WASTEMUN","TOT","KG_CAP","A","1994",412.71,
"FIN","WASTEMUN","TOT","KG_CAP","A","1995",412.899,
"FIN","WASTEMUN","TOT","KG_CAP","A","1996",409.79,
"FIN","WASTEMUN","TOT","KG_CAP","A","1997",447.485,
"FIN","WASTEMUN","TOT","KG_CAP","A","1998",465.703,
"FIN","WASTEMUN","TOT","KG_CAP","A","1999",483.983,
"FIN","WASTEMUN","TOT","KG_CAP","A","2000",502.299,
"FIN","WASTEMUN","TOT","KG_CAP","A","2001",464.919,
"FIN","WASTEMUN","TOT","KG_CAP","A","2002",458.409,
"FIN","WASTEMUN","TOT","KG_CAP","A","2003",465.758,
"FIN","WASTEMUN","TOT","KG_CAP","A","2004",469.189,
"FIN","WASTEMUN","TOT","KG_CAP","A","2005",477.688,
"FIN","WASTEMUN","TOT","KG_CAP","A","2006",493.708,
"FIN","WASTEMUN","TOT","KG_CAP","A","2007",505.794,
"FIN","WASTEMUN","TOT","KG_CAP","A","2008",520.947,
"FIN","WASTEMUN","TOT","KG_CAP","A","2009",479.877,
"FIN","WASTEMUN","TOT","KG_CAP","A","2010",469.67,
"FIN","WASTEMUN","TOT","KG_CAP","A","2011",504.615,
"FIN","WASTEMUN","TOT","KG_CAP","A","2012",505.729,
"FIN","WASTEMUN","TOT","KG_CAP","A","2013",493.108,
"FIN","WASTEMUN","TOT","KG_CAP","A","2014",481.552,
"FIN","WASTEMUN","TOT","KG_CAP","A","2015",499.678,
"FIN","WASTEMUN","TOT","KG_CAP","A","2016",503.704,
"FIN","WASTEMUN","TOT","KG_CAP","A","2017",510.511,
"FIN","WASTEMUN","TOT","KG_CAP","A","2018",551.353,
"FIN","WASTEMUN","TOT","KG_CAP","A","2019",565.596,
"FIN","WASTEMUN","TOT","KG_CAP","A","2020",609.453,
"FIN","WASTEMUN","TOT","KG_CAP","A","2021",609.274,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1989",26220,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1992",27000,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1993",27757,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1995",28253,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1996",28950,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1997",29677,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1998",30449,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1999",30612,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2000",31232,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2001",32198,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2002",32684,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2003",31400,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2004",32444,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2005",33347,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2006",33962,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2007",34577,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2008",34501,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2009",34426,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2010",34609,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2011",34790,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2012",34484,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2013",34176,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2014",34260,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2015",34344,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2016",36891,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2017",37357,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2018",37380,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2019",37407,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2020",36370,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2021",38013,"E"
"FRA","WASTEMUN","TOT","KG_CAP","A","1989",464.701,
"FRA","WASTEMUN","TOT","KG_CAP","A","1992",459.875,
"FRA","WASTEMUN","TOT","KG_CAP","A","1993",470.768,
"FRA","WASTEMUN","TOT","KG_CAP","A","1995",475.768,
"FRA","WASTEMUN","TOT","KG_CAP","A","1996",485.826,
"FRA","WASTEMUN","TOT","KG_CAP","A","1997",496.31,
"FRA","WASTEMUN","TOT","KG_CAP","A","1998",507.39,
"FRA","WASTEMUN","TOT","KG_CAP","A","1999",507.532,
"FRA","WASTEMUN","TOT","KG_CAP","A","2000",514.321,
"FRA","WASTEMUN","TOT","KG_CAP","A","2001",526.427,
"FRA","WASTEMUN","TOT","KG_CAP","A","2002",530.545,
"FRA","WASTEMUN","TOT","KG_CAP","A","2003",506.145,
"FRA","WASTEMUN","TOT","KG_CAP","A","2004",519.18,
"FRA","WASTEMUN","TOT","KG_CAP","A","2005",529.668,
"FRA","WASTEMUN","TOT","KG_CAP","A","2006",535.734,
"FRA","WASTEMUN","TOT","KG_CAP","A","2007",542.118,
"FRA","WASTEMUN","TOT","KG_CAP","A","2008",537.959,
"FRA","WASTEMUN","TOT","KG_CAP","A","2009",534.078,
"FRA","WASTEMUN","TOT","KG_CAP","A","2010",534.311,
"FRA","WASTEMUN","TOT","KG_CAP","A","2011",534.513,
"FRA","WASTEMUN","TOT","KG_CAP","A","2012",527.254,
"FRA","WASTEMUN","TOT","KG_CAP","A","2013",519.898,
"FRA","WASTEMUN","TOT","KG_CAP","A","2014",516.924,
"FRA","WASTEMUN","TOT","KG_CAP","A","2015",516.354,
"FRA","WASTEMUN","TOT","KG_CAP","A","2016",553.183,
"FRA","WASTEMUN","TOT","KG_CAP","A","2017",558.54,
"FRA","WASTEMUN","TOT","KG_CAP","A","2018",556.871,
"FRA","WASTEMUN","TOT","KG_CAP","A","2019",555.362,
"FRA","WASTEMUN","TOT","KG_CAP","A","2020",538.494,
"FRA","WASTEMUN","TOT","KG_CAP","A","2021",561.327,
"DEU","WASTEMUN","TOT","THND_TONNE","A","1995",50894,"E"
"DEU","WASTEMUN","TOT","THND_TONNE","A","1996",52544,"E"
"DEU","WASTEMUN","TOT","THND_TONNE","A","1997",53966,"E"
"DEU","WASTEMUN","TOT","THND_TONNE","A","1998",53058,"E"
"DEU","WASTEMUN","TOT","THND_TONNE","A","1999",52373,"E"
"DEU","WASTEMUN","TOT","THND_TONNE","A","2000",52810,"E"
"DEU","WASTEMUN","TOT","THND_TONNE","A","2001",52075,"E"
"DEU","WASTEMUN","TOT","THND_TONNE","A","2002",52772,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2003",49622,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2004",48434,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2005",46555,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2006",46426,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2007",47887,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2008",48367,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2009",48466,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2010",49237,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2011",50237,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2012",49759,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2013",49570,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2014",51102,
